Property_ID,Listing_price,Data_Source,Locality,Property_Type,Built_up_area_sqfeet,Total_area_sqft,BHK,Age_of_Property,Facing_direction,Nearby_Schools,Nearby_Hospitals,Nearby_Markets,Crime_Rate_Area,Road_Connectivity,Future_Projects,Registry_Rate_per_sqft,Market_Rate_per_sqft,Last_Registry_Year,Owner_Type,Latitude,Longitude
PV0653,4600165,SYN,Pipliyahana,Independent House,1269,1269,2,0-5 years,West,Yes,No,No,Low,Poor,No,2472,3081,2020,Dealer,22.699322,75.922782
PV0654,4045592,SYN,Vijay Nagar,Apartment,872,872,2,0-5 years,North,Yes,No,Yes,Medium,Average,No,3181,4291,2024,Dealer,22.746107,75.904807
PV0655,4427386,SYN,Pardesipura,Apartment,1531,1531,3,5-10 years,North-East,Yes,Yes,Yes,Low,Good,No,2291,2480,2015,Owner,22.764935,75.872306
PV0656,11165043,SYN,AB Road,Villa,2272,2272,3,10-20 years,East,Yes,Yes,Yes,Low,Good,No,3073,4474,2013,Dealer,22.724358,75.913756
PV0657,3488853,SYN,Kanadiya,Apartment,1450,1450,3,5-10 years,North-East,No,Yes,No,Medium,Average,No,2010,2016,2018,Dealer,22.802655,75.893988
PV0658,3360410,SYN,LIG Colony,Independent House,1134,1134,2,0-5 years,East,No,Yes,No,Low,Good,No,2237,2388,2021,Dealer,22.733286,75.852946
PV0659,2276285,SYN,Banganga,Independent House,829,829,1,5-10 years,South,No,No,Yes,High,Poor,Yes,2154,2371,2016,Owner,22.709316,75.827393
PV0660,2163786,SYN,Limbodi,Plot,1192,1192,0,0-5 years,South,No,No,No,Medium,Good,No,1908,2055,2023,Owner,22.819205,75.912122
PV0661,5878180,SYN,Scheme 54,Apartment,1331,1331,3,0-5 years,North-East,No,Yes,Yes,Medium,Excellent,No,2900,3956,2021,Owner,22.730947,75.867334
PV0662,1915701,SYN,Pardesipura,Builder Floor,904,904,2,20+ years,North,Yes,No,Yes,Low,Poor,No,2338,2488,1995,Owner,22.767211,75.87281
PV0663,4986961,SYN,Aerodrome Road,Villa,1514,1514,2,20+ years,West,Yes,Yes,Yes,Low,Poor,No,2750,3599,1994,Owner,22.722759,75.804073
PV0664,1465694,SYN,Tilak Nagar,Builder Floor,542,542,1,10-20 years,North,No,Yes,Yes,Low,Good,No,2440,2777,2012,Dealer,22.719681,75.865227
PV0665,1887983,SYN,Niranjanpur,Builder Floor,627,627,1,5-10 years,South,No,No,No,Medium,Good,Yes,2656,2944,2017,Dealer,22.756523,75.915044
PV0666,2286395,SYN,Pardesipura,Apartment,919,919,2,10-20 years,North-West,Yes,Yes,Yes,Medium,Poor,Yes,2263,2496,2014,Dealer,22.767214,75.876388
PV0667,3284064,SYN,Sudama Nagar,Independent House,1233,1233,2,5-10 years,North,No,No,No,High,Average,No,2193,2484,2017,Dealer,22.69154,75.83655
PV0668,5249217,SYN,AB Road,Apartment,1182,1182,2,10-20 years,East,Yes,Yes,Yes,Medium,Excellent,Yes,3177,4363,2014,Owner,22.721074,75.911708
PV0669,6144089,SYN,Rajendra Nagar,Apartment,1735,1735,3,0-5 years,East,No,No,Yes,High,Good,No,2673,3212,2022,Dealer,22.706199,75.862283
PV0670,6831472,SYN,Rajendra Nagar,Independent House,2066,2066,3,10-20 years,North,Yes,No,No,High,Good,Yes,2594,2993,2014,Dealer,22.701915,75.862781
PV0671,2686213,SYN,LIG Colony,Apartment,949,949,2,0-5 years,North-East,Yes,No,No,Medium,Poor,No,2263,2287,2023,Owner,22.729647,75.848753
PV0672,4167181,SYN,AB Road,Apartment,919,919,2,5-10 years,North,Yes,Yes,Yes,Medium,Excellent,No,3057,4138,2016,Dealer,22.721087,75.914194
PV0673,8134081,SYN,Vijay Nagar,Villa,1591,1591,2,10-20 years,East,Yes,No,Yes,Low,Excellent,Yes,3185,4760,2012,Dealer,22.743608,75.902384
PV0674,1814680,SYN,Kanadiya,Plot,993,993,0,10-20 years,East,No,No,No,High,Average,Yes,2023,2365,2009,Dealer,22.803648,75.893045
PV0675,2865310,SYN,Sudama Nagar,Apartment,1057,1057,2,0-5 years,South,No,No,No,High,Poor,No,2173,2427,2022,Dealer,22.693205,75.838744
PV0676,2288784,SYN,Annapurna,Plot,1077,1077,0,5-10 years,East,No,No,No,High,Poor,Yes,2274,2628,2015,Dealer,22.682659,75.86684
PV0677,3489079,SYN,Pardesipura,Independent House,1228,1228,2,0-5 years,West,Yes,No,No,High,Good,No,2328,2439,2021,Owner,22.763425,75.871153
PV0678,5637367,SYN,Scheme 54,Apartment,1460,1460,3,5-10 years,South,Yes,Yes,Yes,Medium,Good,No,2873,3695,2015,Dealer,22.732718,75.872866
PV0679,2562742,SYN,Tilak Nagar,Builder Floor,850,850,2,0-5 years,North,Yes,Yes,No,High,Poor,Yes,2364,2639,2021,Dealer,22.716786,75.866187
PV0680,4261324,SYN,Rajendra Nagar,Independent House,1457,1457,2,20+ years,East,No,No,Yes,Medium,Average,No,2644,3315,2002,Dealer,22.702024,75.867795
PV0681,3662907,SYN,MR 10,Apartment,1610,1610,3,20+ years,East,Yes,Yes,Yes,Low,Good,No,2574,2823,1993,Owner,22.770439,75.903786
PV0682,15576522,SYN,Vijay Nagar,Apartment,2450,2450,4,0-5 years,North-East,Yes,No,Yes,Low,Excellent,No,3269,4927,2023,Owner,22.747495,75.898497
PV0683,3655849,SYN,Vijay Nagar,Apartment,921,921,2,10-20 years,West,Yes,Yes,Yes,Low,Good,No,3269,4242,2012,Dealer,22.745955,75.903344
PV0684,6578827,SYN,AB Road,Builder Floor,1229,1229,3,0-5 years,North,Yes,Yes,Yes,Medium,Average,No,3118,4418,2024,Owner,22.721272,75.909736
PV0685,9874566,SYN,Palasia,Villa,1625,1625,2,5-10 years,North,Yes,Yes,Yes,Low,Excellent,No,3473,4822,2015,Dealer,22.726613,75.882257
PV0686,5692947,SYN,Vijay Nagar,Independent House,1205,1205,2,5-10 years,South-East,Yes,No,Yes,Medium,Excellent,No,3237,4233,2015,Dealer,22.742092,75.902236
PV0687,1983386,SYN,Sudama Nagar,Builder Floor,896,896,2,5-10 years,West,No,No,No,High,Poor,No,2259,2343,2019,Dealer,22.69038,75.841943
PV0688,4186404,SYN,Aerodrome Road,Apartment,1377,1377,3,20+ years,South,Yes,Yes,Yes,Medium,Good,No,2871,3755,1990,Owner,22.723031,75.804681
PV0689,4198143,SYN,MR 10,Apartment,1425,1425,3,20+ years,South,Yes,No,Yes,Medium,Good,Yes,2665,3272,2000,Dealer,22.772809,75.904294
PV0690,3301000,SYN,Rajendra Nagar,Apartment,957,957,2,5-10 years,North,No,Yes,Yes,Medium,Good,No,2601,2881,2018,Owner,22.704045,75.865382
PV0691,2244055,SYN,Nipania,Builder Floor,596,596,1,0-5 years,West,No,No,Yes,Medium,Average,No,2679,3503,2020,Owner,22.756175,75.920323
PV0692,5176956,SYN,Mahalaxmi Nagar,Apartment,1526,1526,3,5-10 years,South-West,Yes,Yes,Yes,Low,Average,Yes,2549,2864,2019,Owner,22.711384,75.856322
PV0693,3672322,SYN,Banganga,Independent House,1376,1376,2,0-5 years,North,No,No,Yes,Medium,Poor,No,2142,2384,2021,Owner,22.714219,75.826806
PV0694,4132557,SYN,Rajendra Nagar,Apartment,1496,1496,3,20+ years,East,Yes,Yes,Yes,Low,Excellent,No,2556,2970,1990,Owner,22.701882,75.863372
PV0695,4042029,SYN,Tilak Nagar,Independent House,1403,1403,2,10-20 years,North,Yes,No,Yes,Low,Good,No,2398,2566,2007,Dealer,22.720206,75.867601
PV0696,3502982,SYN,MR 10,Apartment,1118,1118,2,5-10 years,North-East,No,No,No,Low,Average,Yes,2587,3201,2017,Dealer,22.772599,75.899022
PV0697,9752399,SYN,Palasia,Apartment,1525,1525,3,0-5 years,South,Yes,Yes,Yes,Low,Excellent,No,3599,5559,2022,Owner,22.722465,75.88639
PV0698,8601744,SYN,Scheme 54,Independent House,2265,2265,3,0-5 years,South-West,Yes,Yes,Yes,Medium,Good,No,2893,3544,2022,Owner,22.733425,75.872661
PV0699,3354587,SYN,Niranjanpur,Apartment,1426,1426,3,20+ years,South-East,Yes,Yes,No,Medium,Poor,Yes,2547,3196,1996,Dealer,22.760794,75.913754
PV0700,2521172,SYN,Kanadiya,Apartment,1086,1086,2,5-10 years,South-East,No,No,No,Medium,Good,Yes,2015,2128,2019,Owner,22.803458,75.891592
PV0701,5968845,SYN,Palasia,Builder Floor,1012,1012,2,0-5 years,East,No,Yes,Yes,Low,Good,No,3395,5288,2021,Dealer,22.725697,75.880363
PV0702,5832882,SYN,Bicholi Hapsi,Independent House,2506,2506,4,20+ years,North-East,Yes,No,Yes,High,Good,Yes,2124,2477,2001,Dealer,22.792514,75.941958
PV0703,2658607,SYN,Pipliyahana,Apartment,866,866,2,0-5 years,North-East,No,No,Yes,High,Good,Yes,2490,2843,2024,Dealer,22.697239,75.918955
PV0704,6261348,SYN,Scheme 54,Apartment,1458,1458,3,0-5 years,East,Yes,Yes,Yes,Low,Good,No,2931,3562,2024,Owner,22.731396,75.867516
PV0705,10682220,SYN,Vijay Nagar,Villa,2117,2117,3,5-10 years,South,Yes,No,No,Low,Good,No,3226,4740,2019,Owner,22.741866,75.898939
PV0706,4147646,SYN,Palasia,Builder Floor,633,633,1,5-10 years,North-East,Yes,Yes,Yes,Low,Poor,Yes,3560,5368,2018,Owner,22.725516,75.884419
PV0707,7883693,SYN,Vijay Nagar,Builder Floor,1590,1590,3,0-5 years,South,Yes,No,Yes,Low,Good,No,3191,4521,2021,Dealer,22.74348,75.903986
PV0708,4425415,SYN,MR 10,Independent House,1071,1071,2,0-5 years,North-East,No,Yes,Yes,Low,Good,Yes,2627,3193,2020,Owner,22.770547,75.905468
PV0709,1966711,SYN,Rajendra Nagar,Apartment,590,590,1,0-5 years,North,No,Yes,Yes,Medium,Excellent,Yes,2578,2921,2022,Owner,22.703578,75.867674
PV0710,6399132,SYN,AB Road,Apartment,1455,1455,3,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,3123,4133,2018,Dealer,22.721672,75.913861
PV0711,5460496,SYN,AB Road,Apartment,1512,1512,3,10-20 years,West,Yes,Yes,Yes,Low,Average,No,3149,4027,2007,Owner,22.722516,75.915178
PV0712,3698936,SYN,Vijay Nagar,Apartment,822,822,2,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,3254,4041,2017,Dealer,22.748744,75.898835
PV0713,2894404,SYN,Super Corridor,Apartment,958,958,2,5-10 years,East,No,Yes,Yes,Medium,Good,No,2412,2733,2015,Dealer,22.790063,75.903671
PV0714,2164754,SYN,Nipania,Builder Floor,800,800,2,20+ years,North-East,No,No,Yes,High,Good,No,2764,3169,2001,Dealer,22.757732,75.919683
PV0715,5588059,SYN,Sudama Nagar,Apartment,1843,1843,4,0-5 years,North,No,No,No,High,Average,Yes,2143,2476,2021,Owner,22.69264,75.837631
PV0716,7789041,SYN,Aerodrome Road,Builder Floor,2054,2054,4,5-10 years,South,Yes,No,Yes,Low,Good,No,2746,3564,2016,Dealer,22.717969,75.802104
PV0717,4012657,SYN,Niranjanpur,Independent House,1252,1252,2,20+ years,North,Yes,No,Yes,Medium,Good,Yes,2673,3404,1990,Owner,22.758673,75.914009
PV0718,14443914,SYN,Niranjanpur,Villa,3819,3819,4,5-10 years,South-East,No,No,Yes,Medium,Good,No,2590,3249,2017,Dealer,22.761413,75.915443
PV0719,1657867,SYN,Silicon City,Independent House,670,670,1,20+ years,North,Yes,No,Yes,Medium,Average,Yes,2234,2443,1997,Dealer,22.7432,75.879541
PV0720,12963892,SYN,Aerodrome Road,Villa,2642,2642,3,5-10 years,West,Yes,Yes,Yes,Low,Excellent,No,2878,3908,2018,Owner,22.720558,75.802358
PV0721,19351012,SYN,AB Road,Villa,4044,4044,4,10-20 years,West,Yes,Yes,Yes,Low,Excellent,No,3116,4015,2011,Dealer,22.719631,75.914316
PV0722,15393831,SYN,Palasia,Villa,2048,2048,3,0-5 years,North-East,Yes,Yes,No,Medium,Good,No,3491,5444,2022,Dealer,22.725009,75.880349
PV0723,4630263,SYN,Pardesipura,Apartment,1580,1580,3,0-5 years,South,Yes,Yes,Yes,Medium,Poor,No,2266,2554,2024,Dealer,22.767425,75.874928
PV0724,3322934,SYN,Rajendra Nagar,Apartment,1088,1088,2,10-20 years,North,Yes,No,Yes,Low,Average,No,2675,3020,2006,Owner,22.706415,75.86558
PV0725,2463099,SYN,Sudama Nagar,Builder Floor,974,974,2,0-5 years,South,Yes,Yes,Yes,Medium,Average,No,2241,2415,2021,Owner,22.688231,75.837568
PV0726,2754125,SYN,MR 10,Builder Floor,1001,1001,2,5-10 years,West,Yes,No,No,Low,Good,No,2523,2832,2018,Owner,22.767131,75.903715
PV0727,14189956,SYN,Scheme 54,Villa,2651,2651,3,5-10 years,West,Yes,Yes,No,Medium,Good,No,2853,4213,2016,Owner,22.729886,75.870949
PV0728,3232929,SYN,Pardesipura,Apartment,1103,1103,2,5-10 years,West,No,Yes,Yes,Medium,Excellent,No,2332,2690,2019,Dealer,22.7659,75.873198
PV0729,3648397,SYN,Rajendra Nagar,Apartment,1038,1038,2,0-5 years,West,Yes,Yes,Yes,Low,Average,No,2529,3089,2024,Dealer,22.703619,75.862174
PV0730,13591520,SYN,Vijay Nagar,Apartment,2333,2333,4,0-5 years,North,No,Yes,Yes,Low,Average,No,3206,4700,2023,Dealer,22.747774,75.902854
PV0731,2645398,SYN,Bicholi Hapsi,Builder Floor,1161,1161,3,10-20 years,East,Yes,No,Yes,Medium,Good,No,2147,2248,2012,Owner,22.787252,75.938406
PV0732,3089953,SYN,Pardesipura,Apartment,1029,1029,2,10-20 years,East,Yes,Yes,Yes,High,Excellent,Yes,2294,2619,2007,Owner,22.764608,75.8727
PV0733,5690939,SYN,Scheme 54,Apartment,1492,1492,3,0-5 years,West,Yes,Yes,Yes,Medium,Average,No,2963,3515,2024,Dealer,22.73132,75.870951
PV0734,10781462,SYN,AB Road,Villa,2454,2454,3,5-10 years,South-East,No,Yes,Yes,Low,Good,No,3118,3746,2019,Owner,22.718056,75.910521
PV0735,9010178,SYN,Vijay Nagar,Independent House,1761,1761,3,0-5 years,South,Yes,Yes,Yes,Medium,Good,Yes,3269,4271,2021,Owner,22.74759,75.899822
PV0736,2169824,SYN,Pipliyahana,Independent House,718,718,1,5-10 years,North-East,No,Yes,No,Low,Good,Yes,2553,2659,2018,Dealer,22.695417,75.917979
PV0737,2884818,SYN,Mahalaxmi Nagar,Builder Floor,939,939,2,0-5 years,North-West,Yes,Yes,Yes,Medium,Excellent,No,2498,2768,2022,Owner,22.711494,75.858023
PV0738,6200550,SYN,Niranjanpur,Builder Floor,1864,1864,4,0-5 years,North-East,Yes,No,No,High,Good,No,2532,3029,2022,Owner,22.761618,75.915117
PV0739,5306923,SYN,Bhawarkuan,Apartment,1569,1569,3,0-5 years,West,No,No,Yes,Low,Good,No,2566,3150,2022,Dealer,22.692674,75.840232
PV0740,8563864,SYN,Scheme 54,Apartment,1649,1649,3,0-5 years,East,Yes,Yes,No,Medium,Excellent,No,2986,4280,2023,Owner,22.727466,75.868647
PV0741,2543097,SYN,Super Corridor,Apartment,1023,1023,2,10-20 years,South-West,Yes,Yes,Yes,High,Good,No,2371,2756,2006,Dealer,22.784511,75.904591
PV0742,2829858,SYN,Pardesipura,Builder Floor,941,941,2,0-5 years,North-West,No,No,Yes,Medium,Good,No,2345,2628,2021,Dealer,22.765635,75.872204
PV0743,7595669,SYN,Bhawarkuan,Independent House,2132,2132,3,10-20 years,North-West,No,Yes,Yes,High,Average,No,2542,3359,2005,Dealer,22.692556,75.841036
PV0744,4967568,SYN,Aerodrome Road,Builder Floor,1650,1650,3,10-20 years,West,Yes,Yes,Yes,Low,Good,Yes,2720,3321,2009,Dealer,22.72317,75.803519
PV0745,4909642,SYN,Vijay Nagar,Apartment,907,907,2,0-5 years,East,Yes,Yes,No,Medium,Good,No,3123,4894,2022,Dealer,22.745784,75.900359
PV0746,2446601,SYN,Super Corridor,Builder Floor,975,975,2,10-20 years,South,Yes,Yes,Yes,Medium,Average,No,2369,2841,2008,Dealer,22.789751,75.898259
PV0747,3136998,SYN,Annapurna,Apartment,979,979,2,5-10 years,North-East,No,Yes,Yes,High,Average,No,2335,2710,2015,Owner,22.688219,75.86061
PV0748,1697562,SYN,Rajendra Nagar,Builder Floor,639,639,1,20+ years,South-East,Yes,No,Yes,Medium,Average,No,2547,3073,1991,Dealer,22.706001,75.866666
PV0749,18987328,SYN,Aerodrome Road,Villa,4177,4177,4,5-10 years,West,Yes,No,Yes,Medium,Average,No,2832,3847,2015,Dealer,22.724969,75.803141
PV0750,11585997,SYN,Palasia,Independent House,1949,1949,3,0-5 years,West,Yes,Yes,Yes,Low,Good,No,3524,4642,2023,Dealer,22.72083,75.884143
PV0751,1841324,SYN,Silicon City,Independent House,859,859,1,20+ years,East,No,Yes,No,Medium,Average,Yes,2331,2637,1996,Owner,22.739859,75.881254
PV0752,1858013,SYN,Kanadiya,Independent House,738,738,1,0-5 years,West,No,No,Yes,Low,Good,No,1984,2345,2020,Dealer,22.800602,75.891306
PV0753,4753824,SYN,MR 10,Independent House,1357,1357,2,0-5 years,East,Yes,Yes,No,Medium,Excellent,Yes,2557,2959,2021,Dealer,22.77229,75.900916
PV0754,4175410,SYN,Silicon City,Independent House,1309,1309,2,5-10 years,West,No,Yes,Yes,Medium,Average,Yes,2250,2675,2018,Dealer,22.74109,75.879675
PV0755,2665383,SYN,Pipliyahana,Apartment,938,938,2,5-10 years,North-East,No,Yes,No,Low,Average,Yes,2527,2843,2015,Dealer,22.697815,75.917399
PV0756,7458884,SYN,Aerodrome Road,Independent House,1668,1668,3,0-5 years,North,No,Yes,Yes,Low,Good,No,2871,3266,2024,Dealer,22.721094,75.799375
PV0757,2474448,SYN,Pardesipura,Apartment,1038,1038,2,10-20 years,West,Yes,No,No,Low,Good,No,2358,2846,2005,Owner,22.765959,75.873106
PV0758,3239883,SYN,Pardesipura,Builder Floor,1238,1238,3,5-10 years,South-West,Yes,No,Yes,Low,Average,No,2311,2486,2018,Dealer,22.761965,75.876812
PV0759,2368028,SYN,LIG Colony,Independent House,1189,1189,2,20+ years,South,Yes,Yes,No,Medium,Average,Yes,2140,2325,2001,Owner,22.730481,75.848301
PV0760,2599614,SYN,AB Road,Apartment,637,637,1,0-5 years,West,Yes,No,Yes,Low,Excellent,No,3179,3938,2020,Dealer,22.719381,75.914178
PV0761,2038089,SYN,LIG Colony,Plot,1120,1120,0,5-10 years,South,No,No,No,Medium,Good,Yes,2240,2280,2017,Owner,22.732646,75.847222
PV0762,2068202,SYN,MR 10,Apartment,651,651,1,5-10 years,North,Yes,Yes,No,Low,Good,No,2595,2816,2017,Owner,22.771928,75.901382
PV0763,1135299,SYN,LIG Colony,Apartment,646,646,1,20+ years,North,Yes,Yes,No,Low,Good,No,2221,2213,2001,Owner,22.728494,75.849594
PV0764,2731202,SYN,Pipliyahana,Apartment,948,948,2,10-20 years,West,No,No,Yes,Medium,Good,No,2536,2844,2009,Owner,22.700016,75.918474
PV0765,8289645,SYN,Scheme 54,Villa,1623,1623,2,5-10 years,East,Yes,No,Yes,Low,Excellent,No,2820,4060,2015,Dealer,22.729369,75.868019
PV0766,9520263,SYN,MR 10,Independent House,3155,3155,4,10-20 years,East,No,No,Yes,Medium,Good,Yes,2564,2832,2014,Dealer,22.770757,75.9002
PV0767,4520371,SYN,Pardesipura,Apartment,1566,1566,3,0-5 years,West,Yes,No,Yes,Low,Good,Yes,2267,2474,2022,Owner,22.761927,75.872136
PV0768,1792441,SYN,Limbodi,Apartment,901,901,2,5-10 years,East,No,No,No,Medium,Good,No,1900,2057,2017,Dealer,22.819511,75.907161
PV0769,8027562,SYN,Aerodrome Road,Apartment,2420,2420,4,20+ years,East,Yes,Yes,Yes,Low,Excellent,No,2801,3435,1995,Dealer,22.720651,75.801697
PV0770,5675548,SYN,Vijay Nagar,Independent House,1241,1241,2,5-10 years,North,Yes,Yes,Yes,Medium,Excellent,No,3185,4102,2018,Dealer,22.743592,75.904511
PV0771,4336945,SYN,Super Corridor,Builder Floor,1363,1363,3,0-5 years,East,Yes,Yes,No,Medium,Average,No,2470,2776,2020,Owner,22.789067,75.901867
PV0772,3982343,SYN,Niranjanpur,Builder Floor,1352,1352,3,10-20 years,North,No,Yes,No,Low,Good,No,2547,3254,2011,Dealer,22.756568,75.91744
PV0773,11663416,SYN,Palasia,Independent House,1810,1810,3,0-5 years,North-West,Yes,No,Yes,Low,Excellent,No,3530,5449,2022,Dealer,22.727028,75.887267
PV0774,5642384,SYN,Aerodrome Road,Apartment,1604,1604,3,10-20 years,North-East,Yes,Yes,No,Medium,Good,No,2830,3471,2013,Dealer,22.724722,75.798176
PV0775,4837995,SYN,AB Road,Builder Floor,954,954,2,5-10 years,East,Yes,Yes,Yes,Low,Excellent,No,3180,4379,2019,Dealer,22.722637,75.910603
PV0776,4769044,SYN,Rajendra Nagar,Apartment,1375,1375,3,0-5 years,West,Yes,Yes,No,Medium,Average,No,2610,3031,2023,Owner,22.702053,75.866454
PV0777,4136983,SYN,Mahalaxmi Nagar,Apartment,1097,1097,2,0-5 years,North-East,Yes,No,Yes,High,Excellent,No,2572,2907,2021,Dealer,22.715817,75.856691
PV0778,1808859,SYN,MR 10,Apartment,609,609,1,20+ years,East,No,No,Yes,Low,Good,Yes,2567,3102,2000,Dealer,22.766539,75.904316
PV0779,2477684,SYN,Super Corridor,Apartment,1029,1029,2,20+ years,North-East,No,No,No,Medium,Average,No,2424,2969,1997,Owner,22.785124,75.900594
PV0780,1908334,SYN,Bicholi Hapsi,Plot,1036,1036,0,20+ years,North-West,No,No,No,Medium,Poor,Yes,2068,2370,1995,Dealer,22.792595,75.940891
PV0781,7091394,SYN,Nipania,Villa,1579,1579,2,0-5 years,North-West,Yes,Yes,No,Medium,Average,Yes,2636,3301,2020,Dealer,22.754084,75.920753
PV0782,3312919,SYN,Banganga,Apartment,1339,1339,3,5-10 years,North,No,No,No,Medium,Poor,Yes,2042,2420,2017,Owner,22.712202,75.827678
PV0783,8623756,SYN,Palasia,Apartment,1498,1498,3,0-5 years,East,Yes,No,Yes,Low,Good,No,3461,5561,2022,Owner,22.725128,75.885494
PV0784,2465511,SYN,Banganga,Plot,1212,1212,0,5-10 years,East,No,No,Yes,High,Poor,Yes,2130,2339,2016,Owner,22.713793,75.827086
PV0785,3440681,SYN,Scheme 54,Apartment,851,851,2,0-5 years,East,Yes,Yes,Yes,Low,Excellent,No,2900,3529,2024,Dealer,22.732764,75.872395
PV0786,4611149,SYN,Bhawarkuan,Builder Floor,1218,1218,3,5-10 years,North-East,No,Yes,Yes,Low,Poor,No,2529,3167,2017,Owner,22.698737,75.840937
PV0787,3240843,SYN,Scheme 54,Builder Floor,793,793,2,0-5 years,North,Yes,Yes,Yes,Medium,Average,No,2849,3600,2023,Owner,22.734091,75.869809
PV0788,3727519,SYN,Niranjanpur,Apartment,1405,1405,3,20+ years,East,Yes,Yes,Yes,High,Poor,No,2535,3223,2003,Owner,22.761629,75.918076
PV0789,3854547,SYN,Super Corridor,Independent House,1208,1208,2,5-10 years,North,Yes,Yes,Yes,High,Average,No,2454,2689,2019,Dealer,22.79083,75.899871
PV0790,6041624,SYN,AB Road,Apartment,1393,1393,3,5-10 years,West,Yes,Yes,Yes,High,Excellent,No,3090,4320,2017,Dealer,22.724691,75.915054
PV0791,7172020,SYN,Niranjanpur,Apartment,2130,2130,4,10-20 years,East,Yes,Yes,Yes,Medium,Excellent,Yes,2640,3084,2010,Dealer,22.757169,75.911981
PV0792,7539160,SYN,Palasia,Apartment,1485,1485,3,5-10 years,East,Yes,Yes,Yes,Medium,Excellent,Yes,3571,4746,2015,Owner,22.722203,75.883064
PV0793,2649509,SYN,Annapurna,Apartment,884,884,2,5-10 years,South,Yes,Yes,Yes,Medium,Average,Yes,2266,2384,2019,Dealer,22.684486,75.861011
PV0794,7057462,SYN,Vijay Nagar,Apartment,1328,1328,3,5-10 years,South-East,Yes,Yes,Yes,Low,Good,No,3233,4721,2016,Dealer,22.743561,75.901821
PV0795,3086263,SYN,Sudama Nagar,Apartment,1291,1291,3,5-10 years,North-West,No,No,No,Low,Good,Yes,2245,2296,2019,Owner,22.687687,75.838729
PV0796,7347267,SYN,Scheme 54,Villa,1220,1220,2,0-5 years,East,Yes,Yes,Yes,Low,Poor,No,2816,3921,2020,Dealer,22.732582,75.86907
PV0797,13822836,SYN,Scheme 54,Villa,2310,2310,3,5-10 years,North,Yes,Yes,Yes,Low,Poor,Yes,2953,4066,2015,Dealer,22.728933,75.870963
PV0798,7775961,SYN,Aerodrome Road,Villa,1589,1589,2,10-20 years,North,Yes,No,Yes,Low,Good,No,2755,3865,2009,Dealer,22.721619,75.80073
PV0799,8714941,SYN,Mahalaxmi Nagar,Independent House,2367,2367,4,5-10 years,South-East,Yes,Yes,Yes,Medium,Excellent,Yes,2529,3136,2018,Dealer,22.712497,75.855937
PV0800,5492009,SYN,Scheme 54,Apartment,1488,1488,3,10-20 years,North,Yes,Yes,Yes,Low,Average,No,2976,3493,2008,Dealer,22.731552,75.86797
